0,0,0,1
0.2,0,0,1
0.4,0,0,1
0.6,0,0,1
0.8,0,0,1
1,0,0,1
1.2,0,0,1
1.4,0,0,1
1.6,0,0,1
1.8,0,0,1
2,0,0,1
2.2,0,0,1
2.4,0,0,1
2.6,0,0,1
2.8,0,0,1
3,0,0,1
3.2,0,0,1
3.4,0,0,1
3.6,0,0,1
3.8,0,0,1
4,0,0,1
4.2,0,0,1
4.4,0,0,1
4.6,0,0,1
4.8,0,0,1
5,0,0,1
5.2,0,0,1
5.4,0,0,1
5.6,0,0,1
5.8,0,0,1
6,0,0,1
6.2,0,0,1
6.4,0,0,1
6.6,0,0,1
6.8,0,0,1
7,0,0,1
7.2,0,0,1
7.4,0,0,1
7.6,0,0,1
7.8,0,0,1
8,0,0,1
8.2,0,0,1
8.4,0,0,1
8.6,0,0,1
8.8,0,0,1
9,0,0,1
9.2,0,0,1
9.4,0,0,1
9.6,0,0,1
9.8,0,0,1
10,0,0,1
10.2,0,0,1
10.4,0,0,1
10.6,0,0,1
10.8,0,0,1
11,0,0,1
11.2,0,0,1
11.4,0,0,1
11.6,0,0,1
11.8,0,0,1
12,0,0,1
12.2,0,0,1
12.4,0,0,1
12.6,0,0,1
12.8,0,0,1
13,0,0,1
13.2,0,0,1
13.4,0,0,1
13.6,0,0,1
13.8,0,0,1
14,0,0,1
14.2,0,0,1
14.4,0,0,1
14.6,0,0,1
14.8,0,0,1
15,0,0,1
15.2,0,0,1
15.4,0,0,1
15.6,0,0,1
15.8,0,0,1
16,0,0,1
16.2,0,0,1
16.4,0,0,1
16.6,0,0,1
16.8,0,0,1
17,0,0,1
17.2,0,0,1
17.4,0,0,1
17.6,0,0,1
17.8,0,0,1
18,0,0,1
18.2,0,0,1
18.4,0,0,1
18.6,0,0,1
18.8,0,0,1
19,0,0,1
19.2,0,0,1
19.4,0,0,1
19.6,0,0,1
19.8,0,0,1
20,0,0,1
20.2,0,0,1
20.4,0,0,1
20.6,0,0,1
20.8,0,0,1
21,0,0,1
21.2,0,0,1
21.4,0,0,1
21.6,0,0,1
21.8,0,0,1
22,0,0,1
22.2,0,0,1
22.4,0,0,1
22.6,0,0,1
22.8,0,0,1
23,0,0,1
23.2,0,0,1
23.4,0,0,1
23.6,0,0,1
23.8,0,0,1
24,0,0,1
24.2,0,0,1
24.4,0,0,1
24.6,0,0,1
24.8,0,0,1
25,0,0,1
25.2,0,0,1
25.4,0,0,1
25.6,0,0,1
25.8,0,0,1
26,0,0,1
26.2,0,0,1
26.4,0,0,1
26.6,0,0,1
26.8,0,0,1
27,0,0,1
27.2,0,0,1
27.4,0,0,1
27.6,0,0,1
27.8,0,0,1
28,0,0,1
28.2,0,0,1
28.4,0,0,1
28.6,0,0,1
28.8,0,0,1
29,0,0,1
29.2,0,0,1
29.4,0,0,1
29.6,0,0,1
29.8,0,0,1
30,0,0,1
30.2,0,0,1
30.4,0,0,1
30.6,0,0,1
30.8,0,0,1
